u,g,r,i,z,class,z1,zerr
19.06443,18.14933,17.90533,17.59589,17.61535,GALAXY,0.07159958,5.598914E-06
19.19877,18.09452,17.52535,17.14614,16.92826,GALAXY,0.09952671,7.571399E-06
19.39102,19.07566,19.1274,19.11134,18.90469,QSO,0.7237454,0.0001028395
19.20649,18.60398,18.44492,17.94521,18.07018,GALAXY,0.07503475,7.133179E-06
19.19698,17.82456,17.01947,16.6319,16.37134,GALAXY,0.1312495,1.828505E-05
18.04043,16.30861,15.40573,14.92221,14.45527,GALAXY,0.02994442,1.645208E-05
15.95116,15.05338,14.49658,14.11872,13.88172,QSO,0.06949385,1.819987E-05
17.90795,17.64437,17.32043,17.3021,17.14466,QSO,1.003979,0.0002203724
19.0883,17.66909,16.84051,16.44981,16.11349,GALAXY,0.1217879,2.259571E-05
19.07862,17.61205,16.95857,16.55145,16.30687,GALAXY,0.07425242,7.723294E-06
19.5683,17.68439,16.78908,16.38588,16.05662,GALAXY,0.0910854,1.866097E-05
18.73094,17.78024,17.51149,17.34187,17.21108,GALAXY,0.05899029,5.635686E-06
18.7811,18.67613,18.7085,18.52916,18.22312,QSO,0.4504228,0.0001073445
19.09496,19.23927,18.96026,18.91294,19.15552,QSO,1.222818,0.0002572266
19.16578,17.24341,16.29116,15.88076,15.53821,GALAXY,0.1043353,1.749541E-05
18.29852,17.2008,16.84315,16.62995,16.59171,GALAXY,0.06565214,8.573958E-06
19.03493,17.93708,17.49043,17.2073,17.06185,GALAXY,0.06916679,7.836958E-06
16.70574,14.79365,13.94726,13.50451,13.17528,GALAXY,0,0
19.3997,17.46571,16.50349,16.09017,15.73729,GALAXY,0.1052709,1.986177E-05
18.86925,17.96693,17.7256,17.48287,17.40785,GALAXY,0.09131326,4.883976E-06
18.61491,16.91711,16.14901,15.78393,15.49689,GALAXY,0.02725847,1.516744E-05
18.1323,16.35598,15.48869,15.07322,14.76503,GALAXY,0.06791387,1.551435E-05
18.13967,16.27623,15.40219,14.96758,14.62897,GALAXY,0.03552287,1.343561E-05
17.42091,16.11393,15.44947,15.09478,14.82967,GALAXY,0.08955561,1.015083E-05
19.46685,18.00594,17.52978,17.21257,17.04891,GALAXY,0.06260906,6.402355E-06
18.87807,17.47245,16.68009,16.22712,15.90947,GALAXY,0.1075899,8.385194E-06
17.27932,15.53386,14.68797,14.23747,13.88466,GALAXY,0.06576108,1.789052E-05
19.26849,19.03602,18.9877,18.7252,18.76312,QSO,1.678356,0.0005053939
17.5965,15.72761,14.86249,14.4235,14.05529,GALAXY,0.04018189,7.88871E-06
18.10723,16.41717,15.69159,15.33173,15.05829,GALAXY,0.02847362,1.141732E-05
19.1216,17.31413,16.35608,15.95519,15.6146,GALAXY,0.1312002,1.889261E-05
18.49605,16.85598,16.04539,15.63863,15.32906,GALAXY,0.08872616,1.262156E-05
19.22703,18.82815,18.66347,18.36025,18.24501,QSO,1.627705,0.0003148909
17.93562,16.59069,15.93236,15.61167,15.32266,GALAXY,0.01620088,9.175634E-06
18.88589,18.67988,18.44973,18.48973,18.41164,QSO,1.004407,0.0008213262
18.81746,17.44069,16.98605,16.73915,16.56074,GALAXY,0.03511884,7.642641E-06
19.10295,18.00331,17.46589,17.12578,16.95997,GALAXY,0.1351371,1.065517E-05
16.09822,13.71726,13.49422,12.8198,12.46494,GALAXY,0.006453735,3.185547E-05
19.12364,17.21418,16.24477,15.79995,15.45708,GALAXY,0.08366661,2.134704E-05
17.72311,16.74547,16.4168,16.06081,15.9504,GALAXY,0.0602483,8.407211E-06
18.69496,17.51622,16.72271,16.20725,15.97132,QSO,0.09733252,3.014361E-05
17.38852,15.66041,14.85341,14.47502,14.19697,GALAXY,0,0
19.15142,17.55505,16.69952,16.27854,15.93222,GALAXY,0.08201089,1.363757E-05
18.37012,16.84685,16.15775,15.79215,15.45734,GALAXY,0.04586896,8.18315E-06
18.96088,17.76653,17.25754,16.97333,16.69287,GALAXY,0.05821101,1.734893E-05
18.67826,16.9066,16.04937,15.62913,15.30959,GALAXY,0.04913832,1.832738E-05
18.66358,17.2316,16.57277,16.17515,15.90003,GALAXY,0.07845578,1.091719E-05
18.24531,18.02528,17.69009,17.70579,16.85586,QSO,0.320485,4.60359E-05
19.35972,17.59431,16.75445,16.31317,15.9799,GALAXY,0.08576379,1.43146E-05
18.96381,17.56229,16.96546,16.61074,16.35932,GALAXY,0.07433148,1.210838E-05
17.99828,16.17144,15.335,14.93149,14.62338,GALAXY,0.03139575,1.290391E-05
18.69267,17.1533,16.3457,15.90108,15.55978,GALAXY,0.0791408,1.502381E-05
17.32422,15.04554,14.12874,13.60933,13.25159,GALAXY,0.03014126,1.490884E-05
17.8022,16.50079,15.9151,15.58831,15.31797,GALAXY,0.03708252,8.648996E-06
18.88837,17.37824,16.78634,16.42586,16.18966,GALAXY,0.06602128,1.424863E-05
17.47704,16.40622,15.96047,15.62232,15.43478,GALAXY,0.06456748,4.976932E-06
17.24061,15.56046,14.74905,14.35961,14.03338,GALAXY,0.05574279,1.28122E-05
19.29308,17.58903,16.7917,16.30126,15.94727,GALAXY,0.04137512,1.3375E-05
18.86831,17.17223,16.3236,15.83899,15.49578,GALAXY,0.04792791,9.477771E-06
18.9443,19.04296,19.34691,19.57085,19.82416,QSO,1.581743,0.0009510873
19.44879,17.72493,16.73001,16.30004,15.92686,GALAXY,0.1265822,5.267115E-05
18.23875,17.2812,16.97828,16.75213,16.63771,GALAXY,0.03788321,4.157223E-06
19.04725,17.23182,16.43682,16.05262,15.81185,GALAXY,0.03085078,2.223899E-05
18.30586,16.7728,15.99267,15.56619,15.27198,GALAXY,0.06948659,1.144415E-05
19.37412,18.24206,17.61203,17.28563,17.06418,GALAXY,0.1470217,2.217398E-05
18.95581,17.75831,17.30804,17.08139,17.0183,GALAXY,0.03242575,5.94741E-06
18.09913,16.15985,15.17761,14.73973,14.43126,GALAXY,0,0
17.61291,15.68598,14.75296,14.32172,13.97545,GALAXY,0.06917976,1.076147E-05
19.28422,18.1835,17.62594,17.27909,17.06891,GALAXY,0.1295623,6.741086E-06
19.46459,18.93922,19.00003,19.14495,19.05023,QSO,0.7299511,0.0001229485
16.91101,15.64944,15.00053,14.67674,14.44362,GALAXY,0.005751381,1.180633E-05
18.53382,17.29119,16.71939,16.38708,16.18789,GALAXY,0.1033453,1.028449E-05
18.83372,17.55662,17.00727,16.72364,16.49171,GALAXY,0.04828246,1.052111E-05
19.50068,18.28848,17.71245,17.41121,17.2743,GALAXY,0.1020432,1.55676E-05
19.35287,17.4368,16.4474,15.98766,15.62644,GALAXY,0.09657628,2.676342E-05
18.27331,16.67904,15.89885,15.50313,15.16672,GALAXY,0.09698062,1.98476E-05
19.22601,18.82948,18.02091,17.59685,17.20057,QSO,0.2594378,6.971519E-05
19.59415,18.42806,17.7143,17.2978,17.0409,GALAXY,0.2018983,1.012731E-05
18.95918,17.13703,16.27517,15.84297,15.5024,GALAXY,0.05797632,1.746353E-05
19.02411,17.40927,16.59303,16.17898,15.93018,GALAXY,0.08240539,1.105883E-05
19.46419,18.3116,17.65978,17.27464,17.02829,GALAXY,0.1225045,1.054991E-05
19.15533,18.06381,17.46521,17.11278,16.95438,GALAXY,0.1810707,8.695189E-06
19.28737,17.38604,16.4919,16.08158,15.77808,GALAXY,0.08779088,2.232604E-05
19.37947,18.14883,17.32754,16.88813,16.61699,GALAXY,0.1691198,1.128917E-05
18.37675,16.41853,15.52432,15.09112,14.75891,GALAXY,0.05755737,1.465282E-05
18.62757,16.78185,15.81879,15.40769,15.0762,GALAXY,0.08821106,1.989891E-05
19.29918,18.05038,17.46139,17.09507,16.88345,GALAXY,0.07818203,8.357223E-06
18.33783,16.36797,15.52258,15.08636,14.73797,GALAXY,0.0305024,1.243067E-05
19.53074,18.22902,17.40022,16.96528,16.65775,GALAXY,0.1709482,2.441812E-05
19.13895,17.86701,17.19067,16.80058,16.54972,GALAXY,0.09090409,8.176165E-06
16.22997,15.04241,14.40639,14.04325,13.77013,GALAXY,0.02286806,1.066953E-05
19.28415,17.65908,16.87593,16.51655,16.23701,GALAXY,0.03036877,2.310665E-05
19.44503,17.57231,16.54597,16.11199,15.75102,GALAXY,0.1150784,2.378084E-05
19.44208,17.63602,16.76293,16.35689,16.03651,GALAXY,0.09644467,1.891265E-05
19.00764,17.34165,16.58521,16.29177,15.95685,GALAXY,0.03102024,1.592174E-05
19.30573,18.10442,17.54996,17.21602,17.03538,GALAXY,0.07631385,8.522813E-06
16.64809,14.89731,14.13625,13.76842,13.51053,GALAXY,0.02455585,9.014323E-06
19.11072,17.96277,17.63399,17.40799,17.34772,GALAXY,0.03576741,1.192829E-05
17.72563,16.1088,15.33241,14.9079,14.55157,GALAXY,0.04078309,9.770469E-06
19.01881,17.96602,17.4782,17.17112,17.02466,GALAXY,0.09463857,9.898473E-06
17.21062,15.37102,14.56765,14.16247,13.86362,GALAXY,0.02936131,9.922062E-06
19.5655,18.00663,17.09974,16.62524,16.29191,GALAXY,0.14229,1.812507E-05
18.0202,16.12547,15.28763,14.87541,14.53588,GALAXY,0.03046302,1.031849E-05
19.5818,17.65532,16.66595,16.20372,15.84271,GALAXY,0.08270758,1.830057E-05
19.46254,18.18187,17.45413,17.02658,16.7828,GALAXY,0.1188693,9.282095E-06
18.20849,16.42622,15.61675,15.22428,14.90743,GALAXY,0.02671808,1.065605E-05
18.50577,16.89684,16.12527,15.68519,15.38342,GALAXY,0.06606272,7.747156E-06
19.5312,18.32432,17.63865,17.24123,16.9551,GALAXY,0.1285909,8.622738E-06
19.57397,18.27218,17.48901,17.07003,16.73598,GALAXY,0.1280029,1.840132E-05
19.502,18.01997,17.23524,16.82671,16.55375,GALAXY,0.1134456,2.41576E-05
18.8392,17.19104,16.48789,16.13411,15.84801,GALAXY,0.07962976,2.238478E-05
18.20925,16.43866,15.67081,15.29014,15.01703,GALAXY,0.02602707,1.923309E-05
19.29928,17.90924,17.1566,16.72214,16.49059,GALAXY,0.1237508,8.067652E-06
18.53408,17.55913,17.13891,16.74917,16.64145,GALAXY,0.08412167,6.221088E-06
19.02257,18.39484,17.96456,17.99386,17.77014,QSO,0.9880788,0.0003264734
19.32666,17.46664,16.48131,16.03387,15.65087,GALAXY,0.08834145,1.891615E-05
19.27699,17.99991,17.28411,16.9035,16.60186,GALAXY,0.1188739,2.125132E-05
18.70398,17.7564,17.28755,17.06029,16.9473,GALAXY,0.005791203,1.516865E-05
19.31384,17.90191,17.21344,16.78387,16.50289,GALAXY,0.1114916,8.622927E-06
18.2146,16.23633,15.30321,14.84542,14.48619,GALAXY,0.06927919,1.378037E-05
19.03068,18.16927,17.83559,17.7248,17.67088,GALAXY,0.004905565,4.85458E-06
17.69689,16.11487,15.30076,14.8761,14.56138,GALAXY,0.06269822,2.023493E-05
19.54525,17.78055,16.71132,16.25812,15.89202,GALAXY,0.1330933,3.023281E-05
18.78247,17.38038,16.66725,16.25107,15.95097,GALAXY,0.08579464,9.307061E-06
19.41576,19.18909,18.87175,18.83668,18.85578,QSO,1.207152,0.000442686
19.33524,17.46791,16.6091,16.21591,15.90368,GALAXY,0.06662346,1.799628E-05
17.58035,16.37133,15.85308,15.53432,15.34869,GALAXY,0.06313682,1.000113E-05
18.93814,17.15386,16.28546,15.87225,15.52751,GALAXY,0.1001975,2.066657E-05
18.19003,16.42775,15.49035,15.00183,14.63015,GALAXY,0.05038568,1.953846E-05
18.02704,17.15568,16.82631,16.39923,16.07867,GALAXY,0.07948187,6.505103E-06
19.57121,18.27204,17.66553,17.31652,17.12578,GALAXY,0.05857493,2.173417E-05
17.15106,15.30447,14.47992,14.0596,13.73019,GALAXY,0.05418456,1.60073E-05
18.35764,16.57424,15.68841,15.25959,14.93046,GALAXY,0.0721667,1.595435E-05
16.51015,14.72007,13.9037,13.50227,13.18824,GALAXY,0.02915093,1.165238E-05
18.63972,16.82781,15.96611,15.5472,15.24345,GALAXY,0.07297856,1.681956E-05
19.52762,17.87417,16.96544,16.49798,16.16144,GALAXY,0.09582251,2.34709E-05
17.56605,16.26828,15.62696,15.25873,14.95228,GALAXY,0.03398606,6.229229E-06
19.32034,18.25409,17.78785,17.45179,17.30244,GALAXY,0.07537958,6.002526E-06
18.31596,16.94184,16.393,16.08806,15.86518,GALAXY,0.04569836,1.173973E-05
18.36949,17.05488,16.37024,15.97635,15.67962,GALAXY,0.1079382,1.233993E-05
17.04535,15.68453,14.98197,14.60299,14.32528,GALAXY,0.03537287,1.596007E-05
18.91238,18.31568,18.20593,18.19938,17.9745,QSO,2.442523,0.0002317819
18.45459,16.51566,15.63975,15.19911,14.84254,GALAXY,0.04583395,1.173264E-05
19.01212,17.93143,17.46461,17.1455,17.02646,GALAXY,0.1310615,8.016227E-06
19.5004,18.21314,17.70687,17.41858,17.2341,GALAXY,0.04064145,9.116093E-06
17.78701,16.03279,15.11345,14.68218,14.43731,GALAXY,0.08901037,1.674255E-05
19.5971,17.64319,16.71652,16.31174,15.96791,GALAXY,0.07542248,1.89256E-05
19.45885,17.71455,16.79136,16.35275,15.97588,GALAXY,0.1038366,2.061206E-05
18.777,16.90787,16.04558,15.63912,15.32355,GALAXY,0.06887487,1.421803E-05
19.00117,17.05452,16.14654,15.72653,15.39631,GALAXY,0.06854378,1.742479E-05
19.18301,17.23228,16.2138,15.70166,15.31427,GALAXY,0.06882729,1.242791E-05
19.04743,17.94107,17.53063,17.24319,17.04317,GALAXY,0.08020527,5.827023E-06
18.25336,17.03108,16.57139,16.29894,16.14553,GALAXY,0.03488601,1.024714E-05
18.59803,16.93226,16.14972,15.78275,15.48878,GALAXY,0.02869124,2.307014E-05
19.46026,17.79316,16.95046,16.58088,16.30364,GALAXY,0.07131976,2.429146E-05
19.38246,17.46667,16.51624,16.10327,15.76597,GALAXY,0.07637519,2.14705E-05
18.78995,17.44332,16.85606,16.53461,16.2727,GALAXY,0.04951391,2.148183E-05
19.23767,17.48361,16.59413,16.12828,15.77837,GALAXY,0.07278366,1.900117E-05
19.14786,17.08371,16.01594,15.55914,15.19721,GALAXY,0.1188678,1.852243E-05
19.15942,17.99759,16.96943,16.50604,16.18254,GALAXY,0.1859149,2.626876E-05
18.61116,16.80322,15.91882,15.52048,15.21851,GALAXY,0.08588614,1.249198E-05
18.74848,16.51308,15.55123,15.06362,14.69579,GALAXY,0.06929923,1.860199E-05
19.13308,16.4394,15.70159,15.22989,14.81395,GALAXY,0.04929014,7.475655E-06
18.70771,17.40774,16.7905,16.42759,16.21295,GALAXY,0.09878617,1.04626E-05
19.08759,17.19627,16.28706,15.85519,15.53746,GALAXY,0.09361964,1.684506E-05
19.31547,19.05448,18.86224,18.85107,18.80774,QSO,1.113227,0.0003909078
19.21757,18.09683,17.60151,17.28727,17.12453,GALAXY,0.08359983,9.534488E-06
19.09586,17.11755,16.19695,15.78978,15.47047,GALAXY,0.07323287,1.4577E-05
19.3256,18.3076,17.81241,17.43608,17.27404,GALAXY,0.1463023,6.728325E-06
19.01322,17.41306,16.65984,16.28955,15.99582,GALAXY,0.02881944,2.299041E-05
18.05392,16.59814,15.86928,15.47582,15.22945,GALAXY,0.08631945,1.644995E-05
15.77199,13.85759,12.94662,12.49856,12.14989,GALAXY,0.02227417,7.424851E-06
19.55724,17.53557,16.4299,15.97665,15.58802,GALAXY,0.1294882,2.530653E-05
18.03373,16.82653,16.30759,15.9885,15.86631,GALAXY,0.06897963,1.132456E-05
18.62734,17.15523,16.51101,16.17104,15.94366,GALAXY,0.03006906,3.575862E-05
18.09971,17.43844,16.9137,16.5315,16.36716,QSO,0.1373332,2.958517E-05
16.7249,14.86073,14.06438,13.68139,13.3959,GALAXY,0.03184644,1.058829E-05
18.60345,16.6789,15.77,15.3547,15.0353,GALAXY,0.0769558,1.916398E-05
18.36981,16.97328,16.27331,15.90691,15.59468,GALAXY,0.02372118,1.578777E-05
17.90849,16.03463,15.17429,14.73371,14.40731,GALAXY,0.05727153,1.351874E-05
19.43061,17.61761,16.83393,16.47064,16.21523,GALAXY,0.03564513,2.707797E-05
18.67303,17.01154,16.21426,15.83598,15.53037,GALAXY,0.02832243,1.446652E-05
18.15606,16.27492,15.45964,15.06301,14.74671,GALAXY,0.03382585,1.136761E-05
19.59569,17.69191,16.75701,16.32929,15.98705,GALAXY,0.09694247,1.962193E-05
18.41438,16.81538,16.07262,15.658,15.37961,GALAXY,0.06916908,1.069868E-05
18.9002,17.42996,16.91353,16.59893,16.37964,GALAXY,0.06778281,8.991311E-06
16.24458,15.07425,14.50154,14.17395,13.98576,GALAXY,0.04460584,1.612918E-05
18.31628,16.39727,15.48235,15.04984,14.75312,GALAXY,0.07663534,2.194198E-05
17.97275,16.78917,16.45048,16.23755,16.17617,GALAXY,0.07009953,7.29458E-06
17.8331,16.38994,15.66785,15.2536,14.96307,GALAXY,0.05751159,9.03881E-06
19.12284,17.37531,16.4798,16.03363,15.74852,GALAXY,0.1313895,2.597733E-05
17.39543,15.58151,14.66292,14.26849,13.95403,GALAXY,0.03900145,8.706604E-06
18.35192,17.14039,16.61652,16.24704,16.01909,GALAXY,0.06512699,7.236287E-06
19.20752,18.02219,17.37548,17.02478,16.80311,GALAXY,0.1295599,1.543629E-05
18.3077,16.61398,15.87353,15.532,15.26693,GALAXY,0.03152004,1.750942E-05
18.33176,17.09508,16.50517,16.13836,15.88344,GALAXY,0.05610136,8.889165E-06
18.44632,16.65543,15.85044,15.45279,15.14351,GALAXY,0.05507253,1.350387E-05
19.06162,18.03206,17.56967,17.20317,17.13147,GALAXY,0.07960231,6.272616E-06
18.75605,17.50621,17.04026,16.72436,16.57356,GALAXY,0.04969739,1.538969E-05
19.39426,18.03647,17.43369,17.04217,16.79655,GALAXY,0.06901997,9.38722E-06
19.18339,17.14979,16.23496,15.81641,15.50815,GALAXY,0.0765186,1.478414E-05
19.49664,18.00727,17.38106,17.025,16.81502,GALAXY,0.03117851,2.891306E-05
17.47977,16.4983,16.18518,15.89042,15.79918,GALAXY,0.05825365,6.13781E-06
18.34381,16.66081,15.79461,15.3695,15.04837,GALAXY,0.07406874,1.582534E-05
18.03032,16.3222,15.54228,15.1195,14.89142,GALAXY,0.06589831,1.266559E-05
19.01354,17.44859,16.68431,16.33636,16.07889,GALAXY,0.0287764,3.017073E-05
19.39221,19.02549,19.16602,18.94037,19.01526,QSO,0.573906,8.24658E-05
17.99298,16.65309,16.05446,15.69257,15.49235,GALAXY,0.06543412,9.540518E-06
19.09961,17.17257,16.22406,15.82233,15.46894,GALAXY,0.09179564,1.694365E-05
19.57821,18.03249,17.03321,16.5736,16.24557,GALAXY,0.1532906,2.964631E-05
18.6412,17.57819,17.17728,16.92114,16.74955,GALAXY,0.03172264,6.604211E-06
19.45833,17.88681,17.13218,16.74125,16.45949,GALAXY,0.007867387,5.361281E-05
18.66119,18.30467,18.13969,18.05778,18.0455,QSO,1.314668,0.0002769443
18.3877,16.4657,15.57653,15.16346,14.815,GALAXY,0.07421354,1.603623E-05
17.3105,16.18928,15.71815,15.41224,15.19035,GALAXY,0.04941647,7.715737E-06
18.74985,18.71025,18.39867,18.40564,18.48578,QSO,1.334577,0.0002856598
19.27541,18.12665,17.56636,17.22939,17.0172,GALAXY,0.09856898,7.989421E-06
17.77457,16.55486,16.06978,15.81601,15.67424,GALAXY,0.03084057,1.634593E-05
19.43209,18.06488,17.36998,16.94238,16.65544,GALAXY,0.09011598,8.156859E-06
18.81829,16.93495,16.08814,15.6932,15.37762,GALAXY,0.02867755,1.06458E-05
19.319,18.19165,17.63407,17.26414,17.04885,GALAXY,0.06196964,7.8609E-06
19.53265,18.36713,17.68622,17.30288,17.02654,GALAXY,0.1064185,1.190014E-05
19.24042,19.16103,18.94808,18.90007,18.95372,QSO,1.371066,0.000651853
19.38118,17.97608,17.24844,16.88081,16.62553,GALAXY,0.10378,3.072891E-05
18.76937,16.82421,15.88985,15.4461,15.10515,GALAXY,0.06894136,1.662138E-05
19.22598,17.55204,16.71741,16.33088,16.02987,GALAXY,0.08126067,2.548764E-05
18.32731,16.58407,15.60277,15.12748,14.73513,GALAXY,0.07973091,1.968113E-05
18.99707,16.94901,15.9584,15.50505,15.16951,GALAXY,0.08797518,1.599251E-05
18.60467,17.62725,17.33817,17.07242,16.97025,GALAXY,0.05985877,6.866452E-06
19.08039,17.26526,16.4025,16.00461,15.68298,GALAXY,0.07314777,1.965491E-05
19.47144,17.90505,17.19173,16.82149,16.51841,GALAXY,0.03958749,1.100926E-05
19.13899,18.91346,18.72346,18.51387,18.44278,QSO,1.689949,0.0003356147
19.30337,17.46584,16.49586,16.07548,15.73238,GALAXY,0.0894336,1.897634E-05
16.22488,14.65114,13.88572,13.51027,13.22992,GALAXY,0.02157359,9.700742E-06
19.26705,18.3621,17.47527,16.98721,16.64559,GALAXY,0.1605877,1.42022E-05
19.43841,17.53386,16.57219,16.14111,15.74728,GALAXY,0.09229707,2.156459E-05
18.43289,17.16246,16.4923,16.12091,15.88566,GALAXY,0.08610523,1.599262E-05
19.56619,18.51536,17.84104,17.57304,17.5484,GALAXY,0.00727169,0.0001172232
19.38886,18.10438,17.61636,17.32318,17.21078,GALAXY,0.07666685,1.821293E-05
19.52739,17.88948,17.14921,16.80275,16.54836,GALAXY,0,0
18.90915,17.80063,17.167,16.76007,16.56403,GALAXY,0.1410279,1.041018E-05
19.35722,17.47017,16.57564,16.16205,15.84403,GALAXY,0.06920806,1.425368E-05
19.43143,17.44233,16.41564,15.99372,15.64353,GALAXY,0.1236523,2.100821E-05
18.92957,17.0443,16.1302,15.67042,15.33723,GALAXY,0.05218356,1.480638E-05
19.08472,17.1479,16.17905,15.75979,15.39533,GALAXY,0.09020623,2.07537E-05
19.40752,17.50078,16.56947,16.06051,15.69167,GALAXY,0.07319617,2.112379E-05
19.39664,17.44884,16.59176,16.1836,15.84517,GALAXY,0.06860036,1.877302E-05
19.59227,18.27239,17.54689,17.12386,16.90287,GALAXY,0.08531667,8.132873E-06
18.29115,16.86992,16.16959,15.81047,15.5348,GALAXY,0.03141337,1.37401E-05
19.27687,18.18259,17.74984,17.4349,17.37899,GALAXY,0.0409186,1.093306E-05
19.25534,17.3539,16.46183,16.07174,15.75373,GALAXY,0.07073229,1.459446E-05
18.03698,16.78982,16.19234,15.81381,15.5864,GALAXY,0.06687689,8.868474E-06
18.67381,17.50995,17.09605,16.82407,16.6625,GALAXY,0.04745196,6.041302E-06
18.88587,17.75875,17.30001,17.00716,16.76621,GALAXY,0.06720448,6.115878E-06
19.48718,18.13272,17.44817,17.08428,16.81458,GALAXY,0.1156219,2.391725E-05
18.68985,17.4832,17.06098,16.85625,16.76265,GALAXY,0.04680322,1.398016E-05
19.36739,18.18825,17.68634,17.32406,17.18535,GALAXY,0.07685377,7.066641E-06
18.13309,16.48894,15.65567,15.18364,14.8236,GALAXY,0.05348925,9.90365E-06
18.14666,16.2974,15.45415,15.0124,14.70259,GALAXY,0.06044818,1.372292E-05
18.75927,18.72339,18.5202,18.44765,18.48866,QSO,1.286374,0.0004148368
18.1457,17.342,17.39759,17.15528,17.16125,GALAXY,0.04947136,5.858687E-06
18.55124,17.40798,16.9548,16.67543,16.53348,GALAXY,0.06196889,1.349423E-05
19.35816,18.30784,17.84118,17.50875,17.33512,GALAXY,0.1061934,7.834551E-06
19.0147,17.92648,17.73549,17.60126,17.38509,GALAXY,0.03289911,1.07931E-05
19.04848,17.59087,16.90428,16.50002,16.19482,GALAXY,0.07282543,9.626782E-06
19.14626,18.0286,17.55266,17.22217,17.08006,GALAXY,0.08175357,9.085345E-06
19.20326,18.64893,18.50569,18.39862,18.28316,GALAXY,0.1256291,7.776768E-06
18.65231,17.42866,16.91546,16.64648,16.40576,GALAXY,0.03102943,6.721044E-06
18.70641,17.42124,16.76888,16.36292,16.12643,GALAXY,0.1203024,7.378078E-06
19.44204,19.48875,19.46052,19.16724,19.23686,GALAXY,0,0
18.14453,16.74746,16.19894,15.9451,15.74906,GALAXY,0.04596735,2.118452E-05
19.57915,18.49075,17.83042,17.49407,17.2408,GALAXY,0.1647206,1.595075E-05
18.2447,16.59558,15.75868,15.30649,14.91481,GALAXY,0.0324153,1.548686E-05
18.37254,16.64638,15.80382,15.38528,15.04501,GALAXY,0.07605808,1.445559E-05
19.35921,17.4428,16.47396,16.04266,15.6856,GALAXY,0.09737134,2.212612E-05
19.2415,17.44612,16.63199,16.22574,15.91864,GALAXY,0.06264129,1.994069E-05
19.24751,17.98381,17.43759,17.05506,16.79563,GALAXY,0.1011117,7.797791E-06
18.90301,17.51923,16.79175,16.37671,16.09591,GALAXY,0.1083537,8.321328E-06
17.59616,16.20618,15.58269,15.26974,15.03648,GALAXY,0.02844512,2.086683E-05
19.2894,17.9681,17.20171,16.77293,16.46412,GALAXY,0.1282296,9.571549E-06
17.96459,16.2136,15.39089,15.00923,14.69662,GALAXY,0.06849528,1.477765E-05
19.27839,18.60639,17.89842,17.42802,17.21966,QSO,0.217867,3.84738E-05
19.10114,17.89362,17.28261,16.99098,16.78901,GALAXY,0.06391849,4.02806E-05
18.66338,18.55811,18.2303,18.28864,18.49385,QSO,1.07691,0.0001732221
19.02346,17.06657,16.09334,15.66427,15.32475,GALAXY,0.1027397,1.761369E-05
19.34252,18.11691,17.53975,17.22181,17.00177,GALAXY,0.09207164,9.155679E-06
19.37111,17.2893,16.31054,15.85033,15.48919,GALAXY,0.08547404,1.687736E-05
19.43306,17.77341,16.94718,16.52904,16.22618,GALAXY,0.1137176,1.88886E-05
19.4785,18.06713,17.24799,16.80951,16.52696,GALAXY,0.1552948,2.056411E-05
18.88068,18.31476,18.09499,17.62282,17.65925,GALAXY,0.08509378,6.936669E-06
17.18328,16.93567,17.1069,17.03621,16.87816,QSO,0.4434626,5.219478E-05
19.04896,17.62684,16.84383,16.4579,16.17873,GALAXY,0.0957781,1.989336E-05
18.65661,17.36235,16.6014,16.19593,15.88522,GALAXY,0.140443,2.198178E-05
19.47415,17.7047,16.87267,16.39841,16.00367,GALAXY,0.09010659,3.010666E-05
18.29859,17.69919,17.54741,17.43957,17.41684,GALAXY,0.01798265,6.003762E-06
19.59707,17.57881,16.53559,16.07152,15.71919,GALAXY,0.1263259,2.432582E-05
18.34368,16.76888,15.91958,15.49631,15.14762,GALAXY,0.1113233,2.326182E-05
19.08802,17.52067,16.80835,16.44091,16.1883,GALAXY,0.07585525,9.553773E-06
17.73499,16.15089,15.30295,14.85301,14.52403,GALAXY,0.0426008,6.034516E-06
19.52796,17.68305,16.69122,16.24862,15.87206,GALAXY,0.1099477,2.136485E-05
18.58863,16.72832,15.80596,15.41366,15.09184,GALAXY,0.07631649,1.768812E-05
18.90427,18.62819,18.33984,18.11766,18.02111,QSO,1.499041,0.0003310191
19.3937,17.36951,16.31659,15.86417,15.47694,GALAXY,0.1098057,2.264041E-05
18.24234,16.18126,15.12209,14.64003,14.30203,GALAXY,0.1194743,2.085609E-05
18.22539,17.79886,17.74906,17.94587,17.73083,QSO,0.7759752,6.052205E-05
19.47625,17.80246,16.83733,16.3703,15.98268,GALAXY,0.1234672,2.851369E-05
19.04264,17.75893,17.04743,16.60153,16.31945,GALAXY,0.1105302,1.044082E-05
19.58367,18.79624,18.48933,18.33589,18.17761,QSO,0.7882679,0.000196909
19.24206,18.87712,18.78229,18.48952,18.28297,QSO,2.190216,0.00014058
19.50808,17.8677,17.1564,16.85575,16.59292,GALAXY,0.05939481,1.962724E-05
19.1199,18.89141,18.78386,18.65954,18.44203,QSO,0.4155443,8.173014E-05
19.54967,17.82866,17.134,16.79681,16.57569,GALAXY,0.07613669,2.211905E-05
18.25499,16.25257,15.32523,14.86723,14.51191,GALAXY,0.05819161,1.494555E-05
19.32661,18.15819,17.73072,17.40055,17.28292,GALAXY,0.08234376,8.127138E-06
